Dipodomys ordii#name	10020#species	10016#genus	38662#subfamily	10015#family	33553#suborder	9989#order	314147#norank_314147	314146#superorder	1437010#norank_1437010	9347#norank_9347	32525#norank_32525	40674#class	32524#norank_32524	32523#norank_32523	1338369#norank_1338369	8287#norank_8287	117571#norank_117571	117570#norank_117570	7776#norank_7776	7742#norank_7742	89593#subphylum	7711#phylum	33511#norank_33511	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001237#name	92001237#strain_92001237	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001238#name	92001238#strain_92001238	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001239#name	92001239#strain_92001239	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001240#name	92001240#strain_92001240	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001241#name	92001241#strain_92001241	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001242#name	92001242#strain_92001242	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001243#name	92001243#strain_92001243	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001244#name	92001244#strain_92001244	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001245#name	92001245#strain_92001245	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001246#name	92001246#strain_92001246	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001247#name	92001247#strain_92001247	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001248#name	92001248#strain_92001248	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001249#name	92001249#strain_92001249	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001250#name	92001250#strain_92001250	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001251#name	92001251#strain_92001251	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001252#name	92001252#strain_92001252	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001253#name	92001253#strain_92001253	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001254#name	92001254#strain_92001254	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001255#name	92001255#strain_92001255	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001256#name	92001256#strain_92001256	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001257#name	92001257#strain_92001257	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001258#name	92001258#strain_92001258	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001259#name	92001259#strain_92001259	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001260#name	92001260#strain_92001260	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001261#name	92001261#strain_92001261	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001262#name	92001262#strain_92001262	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001263#name	92001263#strain_92001263	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001264#name	92001264#strain_92001264	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001265#name	92001265#strain_92001265	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001266#name	92001266#strain_92001266	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001267#name	92001267#strain_92001267	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001268#name	92001268#strain_92001268	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001269#name	92001269#strain_92001269	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001270#name	92001270#strain_92001270	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001271#name	92001271#strain_92001271	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001272#name	92001272#strain_92001272	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001273#name	92001273#strain_92001273	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001274#name	92001274#strain_92001274	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001275#name	92001275#strain_92001275	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001276#name	92001276#strain_92001276	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001277#name	92001277#strain_92001277	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001278#name	92001278#strain_92001278	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001279#name	92001279#strain_92001279	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001280#name	92001280#strain_92001280	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001281#name	92001281#strain_92001281	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001282#name	92001282#strain_92001282	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001283#name	92001283#strain_92001283	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001284#name	92001284#strain_92001284	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001285#name	92001285#strain_92001285	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001286#name	92001286#strain_92001286	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001287#name	92001287#strain_92001287	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001288#name	92001288#strain_92001288	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001289#name	92001289#strain_92001289	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001290#name	92001290#strain_92001290	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001291#name	92001291#strain_92001291	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001292#name	92001292#strain_92001292	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001293#name	92001293#strain_92001293	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001294#name	92001294#strain_92001294	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001295#name	92001295#strain_92001295	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001296#name	92001296#strain_92001296	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001297#name	92001297#strain_92001297	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001298#name	92001298#strain_92001298	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001299#name	92001299#strain_92001299	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001300#name	92001300#strain_92001300	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001301#name	92001301#strain_92001301	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001302#name	92001302#strain_92001302	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001303#name	92001303#strain_92001303	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001304#name	92001304#strain_92001304	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001305#name	92001305#strain_92001305	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001306#name	92001306#strain_92001306	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001307#name	92001307#strain_92001307	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001308#name	92001308#strain_92001308	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001309#name	92001309#strain_92001309	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001310#name	92001310#strain_92001310	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001311#name	92001311#strain_92001311	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001312#name	92001312#strain_92001312	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001313#name	92001313#strain_92001313	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001314#name	92001314#strain_92001314	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001315#name	92001315#strain_92001315	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001316#name	92001316#strain_92001316	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter baumannii 92001317#name	92001317#strain_92001317	470#species	909768#species group	469#genus	468#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#no rank	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
