Dipodomys ordii#name	10020#species	10016#genus	38662#subfamily	10015#family	33553#suborder	9989#order	314147#norank_314147	314146#superorder	1437010#norank_1437010	9347#norank_9347	32525#norank_32525	40674#class	32524#norank_32524	32523#norank_32523	1338369#norank_1338369	8287#norank_8287	117571#norank_117571	117570#norank_117570	7776#norank_7776	7742#norank_7742	89593#subphylum	7711#phylum	33511#norank_33511	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA
Takifugu rubripes#name	31033#species	31032#genus	31031#family	32517#superfamily	31028#suborder	31022#order	1489922#norank_1489922	1489872#norank_1489872	123369#norank_123369	123368#norank_123368	123367#norank_123367	123366#norank_123366	123365#norank_123365	1489388#norank_1489388	186625#norank_186625	1489341#norank_1489341	32443#infraclass	41665#subclass	186623#class	7898#superclass	117571#norank_117571	117570#norank_117570	7776#norank_7776	7742#norank_7742	89593#subphylum	7711#phylum	33511#norank_33511	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA
Enterocytozoon bieneusi#name	31281#species	27971#genus	27970#family	6032#suborder	6029#phylum	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Synechococcus sp. JA-3-3Ab#name	321327#species	1129#genus	1890426#family	1890424#order	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Physcomitrella patens#name	3218#species	3217#genus	3216#family	3215#order	114656#subclass	3214#class	404260#norank_404260	3208#norank_3208	3193#norank_3193	131221#norank_131221	35493#phylum	33090#kingdom	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nitrosococcus oceani ATCC 19707#name	323261#strain_323261	1229#species	1227#genus	1046#family	135613#order	1236#class	1224#phylum	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acaryochloris marina MBIC11017#name	329726#strain_329726	155978#species	155977#genus	1890429#family	1890424#order	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gloeobacter violaceus#name	33072#species	33071#genus	1890422#family	307595#order	307596#class	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chlamydia psittaci 6BC#name	331636#strain_331636	83554#species	810#genus	1113537#norank_1113537	809#family	51291#order	204429#class	204428#phylum	1783257#norank_1783257	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nitrosopumilus maritimus#name	338192#species	338191#genus	338190#family	31932#order	651137#phylum	1783275#norank_1783275	2157#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bordetella petrii DSM 12804#name	340100#strain_340100	94624#species	517#genus	506#family	80840#order	28216#class	1224#phylum	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leishmania major strain Friedlin#name	347515#strain_347515	5664#species	38581#speciesgroup	38568#subgenus	5658#genus	1286322#subfamily	5654#family	5653#order	33682#norank_33682	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Natronomonas pharaonis DSM 2160#name	348780#strain_348780	2257#species	63743#genus	2236#family	2235#order	183963#class	28890#phylum	2157#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pseudomonas putida F1#name	351746#strain_351746	303#species	136845#speciesgroup	286#genus	135621#family	72274#order	1236#class	1224#phylum	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thielavia terrestris#name	35720#species	35719#genus	35718#family	5139#order	222544#subclass	147550#class	715989#norank_715989	716546#norank_716546	147538#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Campylobacter curvus 525.92#name	360105#strain_360105	200#species	194#genus	72294#family	213849#order	29547#class	68525#subphylum	1224#phylum	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coxiella burnetii RSA 331#name	360115#strain_360115	777#species	776#genus	118968#family	118969#order	1236#class	1224#phylum	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mucor circinelloides#name	36080#species	4830#genus	34489#family	1344963#suborder	4827#order	451507#subphylum	1913637#phylum	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thermofilum pendens Hrk 5#name	368408#strain_368408	2269#species	2268#genus	114378#family	2266#order	183924#class	28889#phylum	1783275#norank_1783275	2157#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Populus trichocarpa#name	3694#species	3689#genus	238069#tribe	3688#family	3646#order	91835#norank_91835	71275#subclass	1437201#norank_1437201	91827#norank_91827	71240#norank_71240	1437183#norank_1437183	3398#norank_3398	58024#norank_58024	78536#norank_78536	58023#norank_58023	3193#norank_3193	131221#norank_131221	35493#phylum	33090#kingdom	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arabidopsis thaliana#name	3702#species	3701#genus	980083#tribe	3700#family	3699#order	91836#norank_91836	71275#subclass	1437201#norank_1437201	91827#norank_91827	71240#norank_71240	1437183#norank_1437183	3398#norank_3398	58024#norank_58024	78536#norank_78536	58023#norank_58023	3193#norank_3193	131221#norank_131221	35493#phylum	33090#kingdom	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brassica rapa#name	3711#species	3705#genus	981071#tribe	3700#family	3699#order	91836#norank_91836	71275#subclass	1437201#norank_1437201	91827#norank_91827	71240#norank_71240	1437183#norank_1437183	3398#norank_3398	58024#norank_58024	78536#norank_78536	58023#norank_58023	3193#norank_3193	131221#norank_131221	35493#phylum	33090#kingdom	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tupaia belangeri#name	37347#species	9394#genus	9393#family	9392#order	314146#superorder	1437010#norank_1437010	9347#norank_9347	32525#norank_32525	40674#class	32524#norank_32524	32523#norank_32523	1338369#norank_1338369	8287#norank_8287	117571#norank_117571	117570#norank_117570	7776#norank_7776	7742#norank_7742	89593#subphylum	7711#phylum	33511#norank_33511	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Candidatus Korarchaeum cryptofilum OPF8#name	374847#strain_374847	498846#species	498845#genus	51967#phylum	1783275#norank_1783275	2157#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prunus persica#name	3760#species	3754#genus	721805#norank_721805	171637#subfamily	3745#family	3744#order	91835#norank_91835	71275#subclass	1437201#norank_1437201	91827#norank_91827	71240#norank_71240	1437183#norank_1437183	3398#norank_3398	58024#norank_58024	78536#norank_78536	58023#norank_58023	3193#norank_3193	131221#norank_131221	35493#phylum	33090#kingdom	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aeromonas hydrophila subsp. hydrophila ATCC 7966#name	380703#strain_380703	196023#subspecies	644#species	642#genus	84642#family	135624#order	1236#class	1224#phylum	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Glycine max#name	3847#species	1462606#subgenus	3846#genus	163735#tribe	3814#subfamily	3803#family	72025#order	91835#norank_91835	71275#subclass	1437201#norank_1437201	91827#norank_91827	71240#norank_71240	1437183#norank_1437183	3398#norank_3398	58024#norank_58024	78536#norank_78536	58023#norank_58023	3193#norank_3193	131221#norank_131221	35493#phylum	33090#kingdom	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nitratiruptor sp. SB155-2#name	387092#species	269258#genus	34035#norank_34035	29547#class	68525#subphylum	1224#phylum	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sulfurovum sp. NBC37-1#name	387093#species	265570#genus	34035#norank_34035	29547#class	68525#subphylum	1224#phylum	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Candidatus Carsonella ruddii PV#name	387662#strain_387662	114186#species	114185#genus	114403#norank_114403	28256#family	135619#order	1236#class	1224#phylum	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medicago truncatula#name	3880#species	3877#genus	163742#tribe	3814#subfamily	3803#family	72025#order	91835#norank_91835	71275#subclass	1437201#norank_1437201	91827#norank_91827	71240#norank_71240	1437183#norank_1437183	3398#norank_3398	58024#norank_58024	78536#norank_78536	58023#norank_58023	3193#norank_3193	131221#norank_131221	35493#phylum	33090#kingdom	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Desulfovibrio vulgaris DP4#name	391774#strain_391774	881#species	872#genus	194924#family	213115#order	28221#class	68525#subphylum	1224#phylum	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tuber melanosporum#name	39416#species	36048#genus	40289#family	5185#order	147549#class	147538#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Maricaulis maris MCS10#name	394221#strain_394221	74318#species	74317#genus	69657#family	204455#order	28211#class	1224#phylum	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Manihot esculenta#name	3983#species	3982#genus	235883#tribe	235631#subfamily	3977#family	3646#order	91835#norank_91835	71275#subclass	1437201#norank_1437201	91827#norank_91827	71240#norank_71240	1437183#norank_1437183	3398#norank_3398	58024#norank_58024	78536#norank_78536	58023#norank_58023	3193#norank_3193	131221#norank_131221	35493#phylum	33090#kingdom	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oryza sativa Japonica Group#name	39947#strain_39947	4530#species	4527#genus	1648021#subtribe	147380#tribe	147367#subfamily	359160#norank_359160	4479#family	38820#order	4734#subclass	1437197#norank_1437197	4447#class	1437183#norank_1437183	3398#norank_3398	58024#norank_58024	78536#norank_78536	58023#norank_58023	3193#norank_3193	131221#norank_131221	35493#phylum	33090#kingdom	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Amphimedon queenslandica#name	400682#species	178513#genus	178475#family	6049#order	1779146#subclass	6042#class	6040#phylum	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nosema ceranae#name	40302#species	27977#genus	27974#family	6032#suborder	6029#phylum	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cryptococcus neoformans var. neoformans#name	40410#varietas	5207#species	1897064#norank_1897064	5206#genus	1884633#family	5234#order	155616#class	5302#subphylum	5204#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solanum lycopersicum#name	4081#species	49274#subgenus	4107#genus	424574#tribe	424551#subfamily	4070#family	4069#order	91888#norank_91888	71274#subclass	1437201#norank_1437201	91827#norank_91827	71240#norank_71240	1437183#norank_1437183	3398#norank_3398	58024#norank_58024	78536#norank_78536	58023#norank_58023	3193#norank_3193	131221#norank_131221	35493#phylum	33090#kingdom	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Methanocorpusculum labreanum Z#name	410358#strain_410358	83984#species	2192#genus	88404#family	2191#order	224756#class	28890#phylum	2157#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)#name	413404#strain_413404	386487#species	1541743#genus	32036#norank_32036	118884#norank_118884	1236#class	1224#phylum	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sorex araneus#name	42254#species	9379#genus	183663#subfamily	9376#family	9362#order	314145#superorder	1437010#norank_1437010	9347#norank_9347	32525#norank_32525	40674#class	32524#norank_32524	32523#norank_32523	1338369#norank_1338369	8287#norank_8287	117571#norank_117571	117570#norank_117570	7776#norank_7776	7742#norank_7742	89593#subphylum	7711#phylum	33511#norank_33511	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ictidomys tridecemlineatus#name	43179#species	1141640#genus	337730#tribe	337726#subfamily	55153#family	33553#suborder	9989#order	314147#norank_314147	314146#superorder	1437010#norank_1437010	9347#norank_9347	32525#norank_32525	40674#class	32524#norank_32524	32523#norank_32523	1338369#norank_1338369	8287#norank_8287	117571#norank_117571	117570#norank_117570	7776#norank_7776	7742#norank_7742	89593#subphylum	7711#phylum	33511#norank_33511	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA
Metallosphaera sedula#name	43687#species	41980#genus	118883#family	2281#order	183924#class	28889#phylum	1783275#norank_1783275	2157#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clavibacter michiganensis subsp. michiganensis NCPPB 382#name	443906#strain_443906	33013#subspecies	28447#species	1573#genus	85023#family	85006#order	1760#class	201174#phylum	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dictyostelium discoideum#name	44689#species	5782#genus	33083#order	142796#norank_142796	554915#norank_554915	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sorangium cellulosum So ce56#name	448385#strain_448385	56#species	39643#genus	49#family	80812#suborder	29#order	28221#class	68525#subphylum	1224#phylum	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Microcystis aeruginosa NIES-843#name	449447#strain_449447	1126#species	1125#genus	1890449#family	1118#order	1301283#subclass	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyanidioschyzon merolae#name	45157#species	45156#genus	265316#family	265318#order	2797#class	2763#norank_2763	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nematostella vectensis#name	45351#species	45350#genus	45349#family	6103#order	6102#subclass	6101#class	6073#phylum	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Setaria italica#name	4555#species	4554#genus	1293361#subtribe	147428#tribe	1648036#norank_1648036	147369#subfamily	147370#norank_147370	4479#family	38820#order	4734#subclass	1437197#norank_1437197	4447#class	1437183#norank_1437183	3398#norank_3398	58024#norank_58024	78536#norank_78536	58023#norank_58023	3193#norank_3193	131221#norank_131221	35493#phylum	33090#kingdom	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sorghum bicolor#name	4558#species	4557#genus	1648028#subtribe	147429#tribe	1648033#norank_1648033	147369#subfamily	147370#norank_147370	4479#family	38820#order	4734#subclass	1437197#norank_1437197	4447#class	1437183#norank_1437183	3398#norank_3398	58024#norank_58024	78536#norank_78536	58023#norank_58023	3193#norank_3193	131221#norank_131221	35493#phylum	33090#kingdom	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zea mays#name	4577#species	4575#genus	1648029#subtribe	147429#tribe	1648033#norank_1648033	147369#subfamily	147370#norank_147370	4479#family	38820#order	4734#subclass	1437197#norank_1437197	4447#class	1437183#norank_1437183	3398#norank_3398	58024#norank_58024	78536#norank_78536	58023#norank_58023	3193#norank_3193	131221#norank_131221	35493#phylum	33090#kingdom	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cenarchaeum symbiosum#name	46770#species	46769#genus	205957#family	205948#order	651137#phylum	1783275#norank_1783275	2157#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Conexibacter woesei DSM 14684#name	469383#strain_469383	191495#species	191494#genus	320583#family	588673#order	1497346#class	201174#phylum	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phytophthora infestans#name	4787#species	4783#genus	4776#order	4762#class	33634#norank_33634	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phycomyces blakesleeanus#name	4837#species	4836#genus	1344966#family	4827#order	451507#subphylum	1913637#phylum	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Desulfotomaculum acetoxidans DSM 771#name	485916#strain_485916	58138#species	1562#genus	186807#family	186802#order	186801#class	1239#phylum	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Schizosaccharomyces pombe#name	4896#species	4895#genus	4894#family	34346#order	147554#class	451866#subphylum	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Scheffersomyces stipitis#name	4924#species	766733#genus	766764#family	4892#order	4891#class	147537#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saccharomyces cerevisiae#name	4932#species	4930#genus	4893#family	4892#order	4891#class	147537#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Yarrowia lipolytica#name	4952#species	4951#genus	34353#family	4892#order	4891#class	147537#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Debaryomyces hansenii#name	4959#species	4958#genus	766764#family	4892#order	4891#class	147537#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Candidatus Nitrososphaera gargensis#name	497727#species	497726#genus	1033997#family	1033996#order	1643678#class	651137#phylum	1783275#norank_1783275	2157#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leptosphaeria maculans#name	5022#species	220671#norank_220671	5021#genus	34374#family	715340#suborder	92860#order	451868#subclass	147541#class	715962#norank_715962	716546#norank_716546	147538#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Penicillium chrysogenum#name	5076#species	254878#norank_254878	5073#genus	1131492#family	5042#order	451871#subclass	147545#class	716546#norank_716546	147538#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Escherichia coli str. K-12 substr. MG1655#name	511145#strain_511145	83333#norank_83333	562#species	561#genus	543#family	91347#order	1236#class	1224#phylum	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cryphonectria parasitica#name	5116#species	5115#genus	218105#norank_218105	399129#family	5114#order	222544#subclass	147550#class	715989#norank_715989	716546#norank_716546	147538#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2#name	511995#strain_511995	511435#species	511434#genus	333046#norank_333046	171549#order	200643#class	976#phylum	68336#norank_68336	1783270#norank_1783270	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
