abbrName	ncbiID	fullName	strain	forma	subspecies	varietas	species	speciessubgroup	norank_1897064	norank_232080	norank_254878	species group	speciesgroup	subgenus	genus	norank_34035	subtribe	norank_1535325	norank_1593277	norank_33084	norank_1113537	norank_1142503	norank_29197	norank_118884	tribe	norank_555406	norank_1648033	norank_1648038	subfamily	norank_319095	norank_359160	norank_147370	family	norank_469895	superfamily	norank_5863	norank_1924738	norank_75981	norank_337687	norank_5738	norank_207245	norank_104431	norank_43741	norank_37567	norank_43738	parvorder	norank_480117	norank_480118	infraorder	suborder	norank_7400	order	norank_142796	norank_159987	norank_355688	norank_1521260	norank_9263	norank_314147	norank_91561	norank_91835	norank_117569	norank_33850	norank_33846	norank_136419	norank_91836	norank_1549675	norank_33682	norank_1489922	norank_91888	norank_4734	norank_85604	superorder	norank_554915	norank_1476529	norank_543769	norank_1437010	norank_1489908	cohort	norank_186626	norank_9347	norank_1489872	norank_32519	norank_32525	norank_123369	norank_186634	norank_123368	norank_123367	norank_123366	norank_123365	norank_1489388	norank_186625	norank_1489341	infraclass	subclass	norank_1520881	norank_1437201	norank_7496	norank_1437197	norank_91827	norank_85512	class	norank_1280412	norank_71240	norank_42461	norank_715962	norank_715989	norank_3152	norank_2763	norank_404260	superclass	norank_436492	norank_1437183	norank_716546	norank_3208	norank_436491	norank_3398	norank_436489	norank_58024	norank_436486	norank_78536	norank_58023	norank_8492	norank_3193	norank_1329799	norank_131221	norank_32561	norank_8457	norank_32524	norank_32523	norank_1338369	norank_8287	norank_117571	norank_117570	norank_5878	norank_7776	norank_7742	subphylum	norank_1783275	norank_1798711	norank_68336	norank_1783257	norank_1783272	norank_716545	norank_1783270	norank_197562	norank_197563	phylum	norank_33634	norank_33630	norank_33511	norank_1206795	subkingdom	norank_88770	norank_1206794	norank_33317	norank_33213	norank_6072	kingdom	norank_33154	superkingdom	norank_131567	no rank	root
ncbi6183	6183	Schistosoma mansoni	6183	6183	6183	6183	6183	6183	6183	6183	6183	6183	6183	6183	6181	6181	6181	6181	6181	6181	6181	6181	6181	6181	6181	6181	6181	6181	6181	6181	6181	6181	31245	31245	31244	31244	31244	31244	31244	31244	31244	31244	31244	31244	31244	31244	31244	31244	31244	31244	31244	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6179	6179	6179	6179	6179	6179	6179	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6157	6157	6157	6157	6157	6157	6157	6157	6157	33213	6072	33208	33154	2759	131567	131567	1
ncbi61853	61853	Nomascus leucogenys	61853	61853	61853	61853	61853	61853	61853	61853	61853	61853	61853	61853	325165	325165	325165	325165	325165	325165	325165	325165	325165	325165	325165	325165	325165	325165	325165	325165	325165	325165	9577	9577	314295	314295	314295	314295	314295	314295	314295	314295	314295	314295	314295	9526	9526	9526	314293	376913	376913	9443	9443	9443	9443	9443	9443	9443	9443	9443	9443	9443	9443	9443	9443	9443	9443	9443	9443	9443	9443	314146	314146	314146	314146	1437010	1437010	1437010	1437010	9347	9347	9347	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32523	1338369	8287	117571	117570	117570	7776	7742	89593	89593	89593	89593	89593	89593	89593	89593	89593	89593	7711	7711	7711	33511	33511	33511	33511	33511	33511	33213	6072	33208	33154	2759	131567	131567	1
ncbi6239	6239	Caenorhabditis elegans	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6239	6237	6237	6237	6237	6237	6237	6237	6237	6237	6237	6237	6237	6237	6237	55885	55885	55885	55885	6243	6243	55879	55879	55879	55879	55879	55879	55879	55879	55879	55879	55879	55879	55879	55879	55879	55879	55879	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	1206794	33317	33213	6072	33208	33154	2759	131567	131567	1
ncbi63737	63737	Nostoc punctiforme PCC 73102	63737	63737	63737	63737	272131	272131	272131	272131	272131	272131	272131	272131	1177	1177	1177	1177	1177	1177	1177	1177	1177	1177	1177	1177	1177	1177	1177	1177	1177	1177	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1798711	1798711	1798711	1783272	1783272	1783272	1783272	1783272	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	2	131567	131567	1
ncbi6412	6412	Helobdella robusta	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6412	6411	6411	6411	6411	6411	6411	6411	6411	6411	6411	6411	6411	6411	6411	6411	6411	6411	6411	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6407	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6406	6403	6403	6403	6403	6403	6403	6403	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	55824	6340	6340	6340	6340	1206795	1206795	1206795	1206795	33317	33213	6072	33208	33154	2759	131567	131567	1
ncbi641892	641892	Candidatus Sulcia muelleri DMIN	641892	641892	641892	641892	336810	336810	336810	336810	336810	336810	336810	336810	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	336809	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	200644	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	117743	68336	68336	68336	68336	1783270	1783270	1783270	976	976	976	976	976	976	976	976	976	976	976	976	976	2	131567	131567	1
ncbi64495	64495	Rhizopus oryzae	64495	64495	64495	64495	64495	64495	64495	64495	64495	64495	64495	64495	4842	4842	4842	4842	4842	4842	4842	4842	4842	4842	4842	4842	4842	4842	4842	4842	4842	4842	1344955	1344955	1344955	1344955	1344955	1344955	1344955	1344955	1344955	1344955	1344955	1344955	1344955	1344955	1344955	1344955	1344955	1344963	1344963	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	451507	451507	451507	451507	451507	451507	451507	451507	451507	451507	1913637	1913637	1913637	1913637	1913637	1913637	1913637	1913637	1913637	1913637	1913637	4751	33154	2759	131567	131567	1
ncbi6669	6669	Daphnia pulex	6669	6669	6669	6669	6669	6669	6669	6669	6669	6669	6669	6669	6668	6668	6668	6668	6668	6668	6668	6668	6668	6668	6668	6668	6668	6668	6668	6668	6668	6668	77658	77658	77658	77658	77658	77658	77658	77658	77658	77658	77658	77658	77658	77658	77658	77658	116561	6665	6665	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	116557	116557	116557	116557	116557	116557	116557	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6657	6657	6657	6657	6657	6657	6657	6657	197562	197563	6656	6656	6656	6656	6656	6656	88770	1206794	33317	33213	6072	33208	33154	2759	131567	131567	1
ncbi69014	69014	Thermococcus kodakarensis KOD1	69014	69014	69014	69014	311400	311400	311400	311400	311400	311400	311400	311400	2263	2263	2263	2263	2263	2263	2263	2263	2263	2263	2263	2263	2263	2263	2263	2263	2263	2263	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	131567	131567	1
ncbi69293	69293	Gasterosteus aculeatus	69293	69293	69293	69293	69293	69293	69293	69293	69293	69293	69293	69293	69292	69292	69292	69292	69292	69292	69292	69292	69292	69292	69292	69292	69292	69292	69292	69292	69292	69292	69291	69291	69291	69291	69291	69291	69291	69291	69291	69291	69291	69291	69291	69291	69291	69291	1490020	8100	8100	8111	8111	8111	8111	8111	8111	8111	8111	8111	8111	8111	8111	8111	8111	8111	8111	1489922	1489922	1489922	1489922	1489922	1489922	1489922	1489922	1489922	1489922	1489922	1489922	1489922	1489872	1489872	1489872	123369	123369	123368	123367	123366	123365	1489388	186625	1489341	32443	41665	41665	41665	41665	41665	41665	41665	186623	186623	186623	186623	186623	186623	186623	186623	186623	7898	7898	7898	7898	7898	7898	7898	7898	7898	7898	7898	7898	7898	7898	7898	7898	7898	7898	7898	7898	7898	7898	117571	117570	117570	7776	7742	89593	89593	89593	89593	89593	89593	89593	89593	89593	89593	7711	7711	7711	33511	33511	33511	33511	33511	33511	33213	6072	33208	33154	2759	131567	131567	1
ncbi693977	693977	Deinococcus proteolyticus MRP	693977	693977	693977	693977	55148	55148	55148	55148	55148	55148	55148	55148	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	1783272	1783272	1783272	1783272	1783272	1297	1297	1297	1297	1297	1297	1297	1297	1297	1297	1297	1297	1297	2	131567	131567	1
ncbi6945	6945	Ixodes scapularis	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6945	6944	6944	6944	6944	6944	6944	6944	6944	6944	6944	6944	6944	6944	6944	426442	426442	426442	426442	6939	6939	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	297308	6935	6935	6935	6935	6935	6935	6935	6935	6935	6935	6935	6935	6935	6935	6935	6935	6935	6935	6935	6935	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6934	6933	6933	6933	6933	6933	6933	6933	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6854	6843	6843	6843	6843	6843	6843	6843	6843	6843	6843	6656	6656	6656	6656	6656	6656	88770	1206794	33317	33213	6072	33208	33154	2759	131567	131567	1
ncbi7029	7029	Acyrthosiphon pisum	7029	7029	7029	7029	7029	7029	7029	7029	7029	7029	7029	7029	7028	7028	7028	7028	7028	7028	7028	7028	7028	7028	33386	33386	33386	33386	133076	133076	133076	133076	27482	27482	33385	33385	33385	33385	33385	33385	33385	33385	33385	33385	33385	33385	33385	33385	33385	33385	33385	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	7524	33342	33340	33340	33340	7496	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	197562	197563	6656	6656	6656	6656	6656	6656	88770	1206794	33317	33213	6072	33208	33154	2759	131567	131567	1
ncbi70536	70536	Edhazardia aedis	70536	70536	70536	70536	70536	70536	70536	70536	70536	70536	70536	70536	70535	70535	70535	70535	70535	70535	70535	70535	70535	70535	70535	70535	70535	70535	70535	70535	70535	70535	322152	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	6029	6029	6029	6029	6029	6029	6029	6029	6029	6029	6029	4751	33154	2759	131567	131567	1
ncbi7070	7070	Tribolium castaneum	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7070	7069	7069	7069	7069	7069	7069	7069	7069	7069	7069	7069	7069	7069	7069	7069	7069	7069	7069	7065	7065	71527	71527	71527	71527	71527	71527	71527	71527	71527	71527	71527	71527	71527	71527	41088	41084	41084	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	7041	33392	33340	33340	33340	7496	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	197562	197563	6656	6656	6656	6656	6656	6656	88770	1206794	33317	33213	6072	33208	33154	2759	131567	131567	1
ncbi70771	70771	Pyrobaculum neutrophilum	70771	70771	70771	70771	70771	70771	70771	70771	70771	70771	70771	70771	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2276	2267	2267	2267	2267	2267	2267	2267	2267	2267	2267	2267	2267	2267	2267	2267	2267	2267	2267	2267	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	2266	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	28889	28889	28889	28889	28889	28889	28889	28889	28889	28889	28889	28889	28889	2157	131567	131567	1
ncbi70791	70791	Nectria haematococca mpVI	70791	70791	70791	70791	140110	140110	140110	232080	232080	232080	232080	232080	5506	5506	5506	5506	5506	5506	5506	5506	5506	5506	5506	5506	5506	5506	5506	5506	5506	5506	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	222543	222543	222543	222543	222543	222543	222543	147550	147550	147550	147550	147550	715989	715989	715989	715989	715989	715989	715989	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	147538	147538	147538	147538	147538	716545	716545	716545	716545	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	4751	33154	2759	131567	131567	1
ncbi7091	7091	Bombyx mori	7091	7091	7091	7091	7091	7091	7091	7091	7091	7091	7091	7091	7090	7090	7090	7090	7090	7090	7090	7090	7090	7090	7090	7090	7090	7090	475327	475327	475327	475327	7089	7089	37569	37569	37569	37569	37569	37569	37569	104431	104431	37567	37567	41197	41197	41197	41196	41191	41191	7088	7088	7088	7088	7088	7088	7088	7088	7088	7088	7088	7088	7088	7088	7088	7088	7088	7088	7088	7088	85604	85604	85604	85604	85604	85604	85604	85604	85604	85604	85604	85604	85604	85604	85604	85604	85604	85604	85604	85604	85604	33392	33340	33340	33340	7496	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	197562	197563	6656	6656	6656	6656	6656	6656	88770	1206794	33317	33213	6072	33208	33154	2759	131567	131567	1
ncbi713887	713887	Candidatus Atelocyanobacterium thalassa	713887	713887	713887	713887	713887	713887	713887	713887	713887	713887	713887	713887	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1890450	1890450	1890450	1890450	1890450	1890450	1890450	1890450	1890450	1890450	1890450	1890450	1890450	1890450	1890450	1890450	1890450	1890450	1890450	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1798711	1798711	1798711	1783272	1783272	1783272	1783272	1783272	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	2	131567	131567	1
ncbi7159	7159	Aedes aegypti	7159	7159	7159	7159	7159	7159	7159	7159	7159	7159	7159	53541	7158	7158	7158	7158	7158	7158	7158	7158	7158	7158	1056966	1056966	1056966	1056966	43817	43817	43817	43817	7157	7157	41827	41827	41827	41827	41827	41827	41827	41827	41827	41827	41827	41827	41827	41827	43786	7148	7148	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	33392	33340	33340	33340	7496	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	197562	197563	6656	6656	6656	6656	6656	6656	88770	1206794	33317	33213	6072	33208	33154	2759	131567	131567	1
ncbi7165	7165	Anopheles gambiae	7165	7165	7165	7165	7165	7165	7165	7165	7165	7165	7165	44534	7164	7164	7164	7164	7164	7164	7164	7164	7164	7164	7164	7164	7164	7164	43816	43816	43816	43816	7157	7157	41827	41827	41827	41827	41827	41827	41827	41827	41827	41827	41827	41827	41827	41827	43786	7148	7148	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	33392	33340	33340	33340	7496	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	197562	197563	6656	6656	6656	6656	6656	6656	88770	1206794	33317	33213	6072	33208	33154	2759	131567	131567	1
ncbi7176	7176	Culex quinquefasciatus	7176	7176	7176	7176	7176	7176	7176	7176	7176	7176	7176	53527	7174	7174	7174	7174	7174	7174	7174	7174	7174	7174	53550	53550	53550	53550	43817	43817	43817	43817	7157	7157	41827	41827	41827	41827	41827	41827	41827	41827	41827	41827	41827	41827	41827	41827	43786	7148	7148	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	33392	33340	33340	33340	7496	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	6960	197562	197563	6656	6656	6656	6656	6656	6656	88770	1206794	33317	33213	6072	33208	33154	2759	131567	131567	1
