abbrName	ncbiID	fullName	strain	forma	subspecies	varietas	species	speciessubgroup	norank_1897064	norank_232080	norank_254878	species group	speciesgroup	subgenus	genus	norank_34035	subtribe	norank_1535325	norank_1593277	norank_33084	norank_1113537	norank_1142503	norank_29197	norank_118884	tribe	norank_555406	norank_1648033	norank_1648038	subfamily	norank_319095	norank_359160	norank_147370	family	norank_469895	superfamily	norank_5863	norank_1924738	norank_75981	norank_337687	norank_5738	norank_207245	norank_104431	norank_43741	norank_37567	norank_43738	parvorder	norank_480117	norank_480118	infraorder	suborder	norank_7400	order	norank_142796	norank_159987	norank_355688	norank_1521260	norank_9263	norank_314147	norank_91561	norank_91835	norank_117569	norank_33850	norank_33846	norank_136419	norank_91836	norank_1549675	norank_33682	norank_1489922	norank_91888	norank_4734	norank_85604	superorder	norank_554915	norank_1476529	norank_543769	norank_1437010	norank_1489908	cohort	norank_186626	norank_9347	norank_1489872	norank_32519	norank_32525	norank_123369	norank_186634	norank_123368	norank_123367	norank_123366	norank_123365	norank_1489388	norank_186625	norank_1489341	infraclass	subclass	norank_1520881	norank_1437201	norank_7496	norank_1437197	norank_91827	norank_85512	class	norank_1280412	norank_71240	norank_42461	norank_715962	norank_715989	norank_3152	norank_2763	norank_404260	superclass	norank_436492	norank_1437183	norank_716546	norank_3208	norank_436491	norank_3398	norank_436489	norank_58024	norank_436486	norank_78536	norank_58023	norank_8492	norank_3193	norank_1329799	norank_131221	norank_32561	norank_8457	norank_32524	norank_32523	norank_1338369	norank_8287	norank_117571	norank_117570	norank_5878	norank_7776	norank_7742	subphylum	norank_1783275	norank_1798711	norank_68336	norank_1783257	norank_1783272	norank_716545	norank_1783270	norank_197562	norank_197563	phylum	norank_33634	norank_33630	norank_33511	norank_1206795	subkingdom	norank_88770	norank_1206794	norank_33317	norank_33213	norank_6072	kingdom	norank_33154	superkingdom	norank_131567	no rank	root
ncbi92000898	92000898	Acinetobacter baumannii 92000898	92000898	92000898	92000898	92000898	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000899	92000899	Acinetobacter baumannii 92000899	92000899	92000899	92000899	92000899	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000900	92000900	Acinetobacter baumannii 92000900	92000900	92000900	92000900	92000900	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000901	92000901	Acinetobacter baumannii 92000901	92000901	92000901	92000901	92000901	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000902	92000902	Acinetobacter baumannii 92000902	92000902	92000902	92000902	92000902	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000903	92000903	Acinetobacter baumannii 92000903	92000903	92000903	92000903	92000903	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000904	92000904	Acinetobacter baumannii 92000904	92000904	92000904	92000904	92000904	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000905	92000905	Acinetobacter baumannii 92000905	92000905	92000905	92000905	92000905	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000906	92000906	Acinetobacter baumannii 92000906	92000906	92000906	92000906	92000906	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000907	92000907	Acinetobacter baumannii 92000907	92000907	92000907	92000907	92000907	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000908	92000908	Acinetobacter baumannii 92000908	92000908	92000908	92000908	92000908	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000909	92000909	Acinetobacter baumannii 92000909	92000909	92000909	92000909	92000909	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000910	92000910	Acinetobacter baumannii 92000910	92000910	92000910	92000910	92000910	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000911	92000911	Acinetobacter baumannii 92000911	92000911	92000911	92000911	92000911	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000912	92000912	Acinetobacter baumannii 92000912	92000912	92000912	92000912	92000912	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000913	92000913	Acinetobacter baumannii 92000913	92000913	92000913	92000913	92000913	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000914	92000914	Acinetobacter baumannii 92000914	92000914	92000914	92000914	92000914	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000915	92000915	Acinetobacter baumannii 92000915	92000915	92000915	92000915	92000915	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000916	92000916	Acinetobacter baumannii 92000916	92000916	92000916	92000916	92000916	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000917	92000917	Acinetobacter baumannii 92000917	92000917	92000917	92000917	92000917	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000918	92000918	Acinetobacter baumannii 92000918	92000918	92000918	92000918	92000918	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000919	92000919	Acinetobacter baumannii 92000919	92000919	92000919	92000919	92000919	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000920	92000920	Acinetobacter baumannii 92000920	92000920	92000920	92000920	92000920	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000921	92000921	Acinetobacter baumannii 92000921	92000921	92000921	92000921	92000921	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000922	92000922	Acinetobacter baumannii 92000922	92000922	92000922	92000922	92000922	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000923	92000923	Acinetobacter baumannii 92000923	92000923	92000923	92000923	92000923	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
ncbi92000924	92000924	Acinetobacter baumannii 92000924	92000924	92000924	92000924	92000924	470	470	470	470	470	909768	909768	909768	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	469	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	468	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	72274	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	2	131567	1
