abbrName	ncbiID	fullName	strain	forma	subspecies	species	species subgroup	species group	subgenus	genus	norank_1535325	norank_1593277	subtribe	norank_34035	norank_1113537	norank_118884	tribe	norank_2233855	norank_1648033	norank_2231382	norank_2231393	subfamily	norank_555406	norank_359160	norank_147370	norank_43741	family	norank_43738	superfamily	norank_5863	norank_337687	norank_480117	parvorder	norank_480118	infraorder	suborder	order	norank_159987	norank_33083	norank_355688	norank_314147	norank_33850	norank_9263	norank_91561	norank_91836	norank_91835	norank_1549675	norank_1489922	norank_33682	norank_91888	norank_4734	superorder	norank_142796	norank_554915	norank_1437010	norank_1489872	cohort	norank_9347	norank_123369	norank_32525	norank_123368	norank_123367	norank_123366	norank_123365	norank_1489388	norank_186625	norank_1489341	infraclass	subclass	norank_1520881	norank_1437201	norank_85512	class	norank_3152	norank_91827	norank_715962	norank_715989	norank_71240	norank_436492	norank_716546	norank_1437183	norank_436491	norank_3398	norank_436489	norank_58024	norank_436486	norank_78536	norank_8492	norank_58023	norank_1329799	norank_32561	norank_3193	norank_8457	norank_1783257	norank_32524	norank_32523	norank_1338369	superclass	norank_117571	norank_117570	norank_7776	norank_7742	subphylum	norank_716545	norank_5878	norank_197562	norank_112252	norank_68336	norank_1206795	norank_197563	phylum	norank_1783275	norank_33634	norank_33630	norank_1783270	norank_1798711	norank_33511	subkingdom	norank_88770	norank_1206794	norank_1783272	norank_33317	norank_33213	norank_6072	kingdom	norank_33154	superkingdom	root
ncbi83485	83485	Linepithema humile	83485	83485	83485	83485	83485	83485	83485	83484	83484	83484	83484	83484	83484	83484	83484	83484	83484	83484	83484	40139	40139	40139	40139	40139	36668	36668	2153479	2153479	2153479	2153479	2153479	2153479	7434	7400	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	7399	33392	33392	33392	33392	33392	33392	33392	33392	33392	33392	33392	33340	7496	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	6960	6960	197562	197562	197562	197562	197563	6656	6656	6656	6656	6656	6656	6656	6656	88770	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi4006	4006	Linum usitatissimum	4006	4006	4006	4006	4006	4006	4006	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4004	4004	4004	4004	4004	4004	4004	4004	4004	4004	3646	3646	3646	3646	3646	3646	3646	3646	3646	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	71275	71275	1437201	1437201	1437201	1437201	91827	91827	91827	71240	71240	71240	1437183	1437183	3398	3398	58024	58024	78536	78536	58023	58023	58023	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	131221	131221	131221	131221	131221	131221	131221	131221	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	33090	33090	2759	1
ncbi42156	42156	Litomosoides sigmodontis	42156	42156	42156	42156	42156	42156	42156	6298	6298	6298	6298	6298	6298	6298	6298	6298	6298	6298	6298	6298	6298	6298	6298	6298	6296	6296	6295	6295	6295	6295	6295	6295	2072716	2072716	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi7209	7209	Loa loa	7209	7209	7209	7209	7209	7209	7209	7208	7208	7208	7208	7208	7208	7208	7208	7208	7208	7208	7208	7208	7208	7208	7208	7208	6296	6296	6295	6295	6295	6295	6295	6295	2072716	2072716	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi36913	36913	Lodderomyces	36913	36913	36913	36913	36913	36913	36913	36913	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi372055	372055	Lophiostoma macrostomum	372055	372055	372055	372055	372055	372055	372055	45148	45148	45148	45148	45148	45148	45148	45148	45148	45148	45148	45148	45148	45148	45148	45148	45148	45147	45147	45147	45147	45147	45147	45147	45147	45147	45147	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	451868	451868	451868	451868	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi225164	225164	Lottia gigantea	225164	225164	225164	225164	225164	225164	225164	72691	72691	72691	72691	72691	72691	72691	72691	72691	72691	72691	72691	72691	72691	72691	72691	72691	69676	69676	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	216260	69675	69675	69675	69675	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	6448	1206795	1206795	6447	6447	6447	6447	6447	6447	6447	6447	6447	6447	6447	33317	33213	6072	33208	33154	2759	1
ncbi9785	9785	Loxodonta africana	9785	9785	9785	9785	9785	9785	9785	9784	9784	9784	9784	9784	9784	9784	9784	9784	9784	9784	9784	9784	9784	9784	9784	9784	9780	9780	9780	9780	9780	9780	9780	9780	9780	9780	9779	9779	9779	9779	9779	9779	9779	9779	9779	9779	9779	9779	9779	9779	9779	311790	311790	311790	311790	311790	311790	9347	9347	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32523	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33213	6072	33208	33154	2759	1
ncbi9315	9315	Notamacropus eugenii	9315	9315	9315	9315	9315	9315	9315	1960649	1960649	1960649	1960649	1960649	1960649	1960649	1960649	1960649	1960649	1960649	1960649	1960649	1960649	1960649	1960649	1960649	9307	9307	9307	9307	9307	9307	9307	9307	9307	9307	38609	38609	38609	38609	38609	38609	9263	9263	9263	9263	9263	9263	9263	9263	9263	9263	9263	9263	9263	9263	9263	9263	9263	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32523	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33213	6072	33208	33154	2759	1
ncbi9544	9544	Macaca mulatta	9544	9544	9544	9544	9544	9544	9544	9539	9539	9539	9539	9539	9539	9539	9539	9539	9539	9539	9539	9528	9528	9528	9528	9528	9527	9527	314294	314294	314294	314294	9526	9526	314293	376913	9443	9443	9443	9443	9443	9443	9443	9443	9443	9443	9443	9443	9443	9443	9443	314146	314146	314146	1437010	1437010	1437010	9347	9347	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32523	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33213	6072	33208	33154	2759	1
ncbi1126212	1126212	Macrophomina phaseolina MS6	1126212	1126212	1126212	35725	35725	35725	35725	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	45131	45131	45131	45131	45131	45131	45131	45131	45131	45131	451869	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi148305	148305	Magnaporthe grisea	148305	148305	148305	148305	148305	148305	148305	148303	148303	148303	148303	148303	148303	148303	148303	148303	148303	148303	148303	148303	148303	148303	148303	148303	81093	81093	81093	81093	81093	81093	81093	81093	81093	81093	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	639021	222544	222544	222544	222544	147550	147550	147550	147550	715989	715989	715989	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi3750	3750	Malus domestica	3750	3750	3750	3750	3750	3750	3750	3749	3749	3749	3749	3749	3749	3749	721813	721813	721813	721813	721813	171637	171637	171637	171637	171637	3745	3745	3745	3745	3745	3745	3745	3745	3745	3745	3744	3744	3744	3744	3744	3744	3744	3744	3744	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	71275	71275	1437201	1437201	1437201	1437201	91827	91827	91827	71240	71240	71240	1437183	1437183	3398	3398	58024	58024	78536	78536	58023	58023	58023	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	131221	131221	131221	131221	131221	131221	131221	131221	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	33090	33090	2759	1
ncbi76773	76773	Malassezia globosa	76773	76773	76773	76773	76773	76773	76773	55193	55193	55193	55193	55193	55193	55193	55193	55193	55193	55193	55193	55193	55193	55193	55193	55193	742845	742845	742845	742845	742845	742845	742845	742845	742845	742845	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	162474	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	1538075	452284	452284	452284	452284	452284	452284	452284	452284	5204	5204	5204	5204	5204	5204	5204	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi3983	3983	Manihot esculenta	3983	3983	3983	3983	3983	3983	3983	3982	3982	3982	3982	3982	3982	3982	235883	235883	235883	235883	235883	235631	235631	235631	235631	235631	3977	3977	3977	3977	3977	3977	3977	3977	3977	3977	3646	3646	3646	3646	3646	3646	3646	3646	3646	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	71275	71275	1437201	1437201	1437201	1437201	91827	91827	91827	71240	71240	71240	1437183	1437183	3398	3398	58024	58024	78536	78536	58023	58023	58023	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	131221	131221	131221	131221	131221	131221	131221	131221	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	33090	33090	2759	1
ncbi869210	869210	Marinithermus hydrothermalis DSM 14884	869210	869210	869210	186192	186192	186192	186192	186191	186191	186191	186191	186191	186191	186191	186191	186191	186191	186191	186191	186191	186191	186191	186191	186191	188786	188786	188786	188786	188786	188786	188786	188786	188786	188786	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	68933	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	1297	1297	1297	1297	1297	1297	1297	1297	1297	1297	1783272	1783272	1783272	1783272	1783272	1783272	2	1
ncbi394221	394221	Maricaulis maris MCS10	394221	394221	394221	74318	74318	74318	74318	74317	74317	74317	74317	74317	74317	74317	74317	74317	74317	74317	74317	74317	74317	74317	74317	74317	69657	69657	69657	69657	69657	69657	69657	69657	69657	69657	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	204455	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	28211	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	1
ncbi717774	717774	Marinomonas mediterranea MMB-1	717774	717774	717774	119864	119864	119864	119864	28253	28253	28253	28253	28253	28253	28253	28253	28253	28253	28253	28253	28253	28253	28253	28253	28253	135620	135620	135620	135620	135620	135620	135620	135620	135620	135620	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	135619	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	1
ncbi3880	3880	Medicago truncatula	3880	3880	3880	3880	3880	3880	3880	3877	3877	3877	3877	3877	3877	3877	163742	163742	163742	2231382	2231393	3814	3814	3814	3814	3814	3803	3803	3803	3803	3803	3803	3803	3803	3803	3803	72025	72025	72025	72025	72025	72025	72025	72025	72025	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	71275	71275	1437201	1437201	1437201	1437201	91827	91827	91827	71240	71240	71240	1437183	1437183	3398	3398	58024	58024	78536	78536	58023	58023	58023	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	131221	131221	131221	131221	131221	131221	131221	131221	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	33090	33090	2759	1
ncbi298350	298350	Meloidogyne floridensis	298350	298350	298350	298350	298350	298350	298350	189290	189290	189290	189290	189290	189290	189290	189290	189290	189290	189290	189290	33285	33285	33285	33285	33285	315429	315429	33284	33284	33284	33284	33284	33284	33284	33283	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi6305	6305	Meloidogyne hapla	6305	6305	6305	6305	6305	6305	6305	189290	189290	189290	189290	189290	189290	189290	189290	189290	189290	189290	189290	33285	33285	33285	33285	33285	315429	315429	33284	33284	33284	33284	33284	33284	33284	33283	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi6306	6306	Meloidogyne incognita	6306	6306	6306	6306	6306	6306	6306	189290	189290	189290	189290	189290	189290	189290	189290	189290	189290	189290	189290	33285	33285	33285	33285	33285	315429	315429	33284	33284	33284	33284	33284	33284	33284	33283	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi203908	203908	Melampsora larici-populina	203908	203908	203908	203908	203908	203908	203908	5260	5260	5260	5260	5260	5260	5260	5260	5260	5260	5260	5260	5260	5260	5260	5260	5260	5259	5259	5259	5259	5259	5259	5259	5259	5259	5259	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	29000	29000	29000	29000	29000	29000	29000	29000	5204	5204	5204	5204	5204	5204	5204	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi100047	100047	Melanomma pulvis-pyrius	100047	100047	100047	100047	100047	100047	100047	45308	45308	45308	45308	45308	45308	45308	45308	45308	45308	45308	45308	45308	45308	45308	45308	45308	45307	45307	45307	45307	45307	45307	45307	45307	45307	45307	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	451868	451868	451868	451868	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi269797	269797	Methanosarcina barkeri str. Fusaro	269797	269797	269797	2208	2208	2208	2208	2207	2207	2207	2207	2207	2207	2207	2207	2207	2207	2207	2207	2207	2207	2207	2207	2207	2206	2206	2206	2206	2206	2206	2206	2206	2206	2206	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	1
ncbi259564	259564	Methanococcoides burtonii DSM 6242	259564	259564	259564	29291	29291	29291	29291	2225	2225	2225	2225	2225	2225	2225	2225	2225	2225	2225	2225	2225	2225	2225	2225	2225	2206	2206	2206	2206	2206	2206	2206	2206	2206	2206	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	94695	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	1
ncbi243233	243233	Methylococcus capsulatus str. Bath	243233	243233	243233	414	414	414	414	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	413	403	403	403	403	403	403	403	403	403	403	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	135618	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	1
ncbi265072	265072	Methylobacillus flagellatus KT	265072	265072	265072	405	405	405	405	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	404	32011	32011	32011	32011	32011	32011	32011	32011	32011	32011	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	32003	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	1
ncbi243232	243232	Methanocaldococcus jannaschii DSM 2661	243232	243232	243232	2190	2190	2190	2190	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196118	196117	196117	196117	196117	196117	196117	196117	196117	196117	196117	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	2182	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	183939	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	1
ncbi2320	2320	Methanopyrus kandleri	2320	2320	2320	2320	2320	2320	2320	2319	2319	2319	2319	2319	2319	2319	2319	2319	2319	2319	2319	2319	2319	2319	2319	2319	183713	183713	183713	183713	183713	183713	183713	183713	183713	183713	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	68985	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	183988	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	1
ncbi410358	410358	Methanocorpusculum labreanum Z	410358	410358	410358	83984	83984	83984	83984	2192	2192	2192	2192	2192	2192	2192	2192	2192	2192	2192	2192	2192	2192	2192	2192	2192	88404	88404	88404	88404	88404	88404	88404	88404	88404	88404	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	2191	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	224756	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	1
ncbi43687	43687	Metallosphaera sedula	43687	43687	43687	43687	43687	43687	43687	41980	41980	41980	41980	41980	41980	41980	41980	41980	41980	41980	41980	41980	41980	41980	41980	41980	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	28889	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	2157	1
