abbrName	ncbiID	fullName	strain	forma	subspecies	species	species subgroup	species group	subgenus	genus	norank_1535325	norank_1593277	subtribe	norank_34035	norank_1113537	norank_118884	tribe	norank_2233855	norank_1648033	norank_2231382	norank_2231393	subfamily	norank_555406	norank_359160	norank_147370	norank_43741	family	norank_43738	superfamily	norank_5863	norank_337687	norank_480117	parvorder	norank_480118	infraorder	suborder	order	norank_159987	norank_33083	norank_355688	norank_314147	norank_33850	norank_9263	norank_91561	norank_91836	norank_91835	norank_1549675	norank_1489922	norank_33682	norank_91888	norank_4734	superorder	norank_142796	norank_554915	norank_1437010	norank_1489872	cohort	norank_9347	norank_123369	norank_32525	norank_123368	norank_123367	norank_123366	norank_123365	norank_1489388	norank_186625	norank_1489341	infraclass	subclass	norank_1520881	norank_1437201	norank_85512	class	norank_3152	norank_91827	norank_715962	norank_715989	norank_71240	norank_436492	norank_716546	norank_1437183	norank_436491	norank_3398	norank_436489	norank_58024	norank_436486	norank_78536	norank_8492	norank_58023	norank_1329799	norank_32561	norank_3193	norank_8457	norank_1783257	norank_32524	norank_32523	norank_1338369	superclass	norank_117571	norank_117570	norank_7776	norank_7742	subphylum	norank_716545	norank_5878	norank_197562	norank_112252	norank_68336	norank_1206795	norank_197563	phylum	norank_1783275	norank_33634	norank_33630	norank_1783270	norank_1798711	norank_33511	subkingdom	norank_88770	norank_1206794	norank_1783272	norank_33317	norank_33213	norank_6072	kingdom	norank_33154	superkingdom	root
ncbi45157	45157	Cyanidioschyzon merolae	45157	45157	45157	45157	45157	45157	45157	45156	45156	45156	45156	45156	45156	45156	45156	45156	45156	45156	45156	45156	45156	45156	45156	45156	265316	265316	265316	265316	265316	265316	265316	265316	265316	265316	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	265318	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2797	2759	1
ncbi713887	713887	Candidatus Atelocyanobacterium thalassa	713887	713887	713887	713887	713887	713887	713887	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1453359	1890450	1890450	1890450	1890450	1890450	1890450	1890450	1890450	1890450	1890450	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1118	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1117	1117	1117	1117	1117	1798711	1798711	1798711	1798711	1798711	1783272	1783272	1783272	1783272	1783272	1783272	2	1
ncbi71465	71465	Cylicostephanus goldi	71465	71465	71465	71465	71465	71465	71465	71460	71460	71460	71460	71460	71460	71460	71460	71460	71460	71460	71460	132364	132364	132364	132364	132364	27830	27830	27829	27829	27829	27829	27829	27829	27829	6308	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi7955	7955	Danio rerio	7955	7955	7955	7955	7955	7955	7955	7954	7954	7954	7954	7954	7954	7954	7954	7954	7954	7954	7954	7954	7954	7954	7954	7954	7953	7953	30727	30727	30727	30727	30727	30727	30727	30727	7952	7952	7952	7952	7952	7952	7952	7952	7952	7952	7952	7952	7952	7952	7952	186627	186627	186627	186627	186627	186627	186627	186627	186627	186627	186627	186627	186627	186627	186625	1489341	32443	41665	41665	41665	41665	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	7898	117571	117570	7776	7742	89593	89593	89593	89593	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33213	6072	33208	33154	2759	1
ncbi6669	6669	Daphnia pulex	6669	6669	6669	6669	6669	6669	6669	6668	6668	6668	6668	6668	6668	6668	6668	6668	6668	6668	6668	6668	6668	6668	6668	6668	77658	77658	77658	77658	77658	77658	77658	77658	116561	6665	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	84337	116557	116557	116557	116557	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6658	6657	6657	6657	197562	197562	197562	197562	197563	6656	6656	6656	6656	6656	6656	6656	6656	88770	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi9360	9360	Dasypus	9360	9360	9360	9360	9360	9360	9360	9360	9360	9360	9360	9360	9360	9360	9360	9360	9360	9360	9360	9360	9360	9360	9360	9360	9359	9359	9359	9359	9359	9359	9359	9359	9359	9359	948951	948951	948951	948951	948951	948951	948951	948951	948951	948951	948951	948951	948951	948951	948951	9348	9348	9348	9348	9348	9348	9347	9347	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32523	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33213	6072	33208	33154	2759	1
ncbi4959	4959	Debaryomyces hansenii	4959	4959	4959	4959	4959	4959	4959	4958	4958	4958	4958	4958	4958	4958	4958	4958	4958	4958	4958	4958	4958	4958	4958	4958	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi159087	159087	Dechloromonas aromatica RCB	159087	159087	159087	259537	259537	259537	259537	73029	73029	73029	73029	73029	73029	73029	73029	73029	73029	73029	73029	73029	73029	73029	73029	73029	2008795	2008795	2008795	2008795	2008795	2008795	2008795	2008795	2008795	2008795	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	206389	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	28216	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	1
ncbi391774	391774	Desulfovibrio vulgaris DP4	391774	391774	391774	881	881	881	881	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	872	194924	194924	194924	194924	194924	194924	194924	194924	194924	194924	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	213115	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	68525	68525	68525	68525	68525	68525	68525	68525	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	1
ncbi693977	693977	Deinococcus proteolyticus MRP	693977	693977	693977	55148	55148	55148	55148	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	1298	183710	183710	183710	183710	183710	183710	183710	183710	183710	183710	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	118964	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	188787	1297	1297	1297	1297	1297	1297	1297	1297	1297	1297	1783272	1783272	1783272	1783272	1783272	1783272	2	1
ncbi485916	485916	Desulfotomaculum acetoxidans DSM 771	485916	485916	485916	58138	58138	58138	58138	1562	1562	1562	1562	1562	1562	1562	1562	1562	1562	1562	1562	1562	1562	1562	1562	1562	186807	186807	186807	186807	186807	186807	186807	186807	186807	186807	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	1239	1239	1239	1239	1239	1239	1239	1239	1239	1239	1783272	1783272	1783272	1783272	1783272	1783272	2	1
ncbi44689	44689	Dictyostelium discoideum	44689	44689	44689	44689	44689	44689	44689	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058949	2058949	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	142796	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	2759	1
ncbi246195	246195	Dichelobacter nodosus VCS1703A	246195	246195	246195	870	870	870	870	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	869	868	868	868	868	868	868	868	868	868	868	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	135615	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	1
ncbi5786	5786	Dictyostelium purpureum	5786	5786	5786	5786	5786	5786	5786	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058185	2058949	2058949	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	33083	142796	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	2759	1
ncbi29172	29172	Dictyocaulus viviparus	29172	29172	29172	29172	29172	29172	29172	29171	29171	29171	29171	29171	29171	29171	29171	29171	29171	29171	29171	33265	33265	33265	33265	33265	33264	33264	6314	6314	6314	6314	6314	6314	6314	6308	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	6236	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi1150837	1150837	Didymella exigua CBS 183.55	1150837	1150837	1150837	100019	100019	100019	100019	55170	55170	55170	55170	55170	55170	55170	55170	55170	55170	55170	55170	55170	55170	55170	55170	55170	683158	683158	683158	683158	683158	683158	683158	683158	683158	715340	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	451868	451868	451868	451868	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi10020	10020	Dipodomys ordii	10020	10020	10020	10020	10020	10020	10020	10016	10016	10016	10016	10016	10016	10016	10016	10016	10016	10016	10016	38662	38662	38662	38662	38662	10015	10015	10015	10015	10015	10015	10015	10015	10015	1963757	9989	9989	9989	9989	314147	314147	314147	314147	314147	314147	314147	314147	314147	314147	314147	314146	314146	314146	1437010	1437010	1437010	9347	9347	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32523	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33213	6072	33208	33154	2759	1
ncbi6287	6287	Dirofilaria immitis	6287	6287	6287	6287	6287	6287	6287	6286	6286	6286	6286	6286	6286	6286	6286	6286	6286	6286	6286	6286	6286	6286	6286	6286	6296	6296	6295	6295	6295	6295	6295	6295	2072716	2072716	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi112489	112489	Dissoconium aciculare	112489	112489	112489	112489	112489	112489	112489	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	744530	744530	744530	744530	744530	744530	744530	744530	744530	744530	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	451867	451867	451867	451867	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi675120	675120	Dothistroma septosporum NZE10	675120	675120	675120	64363	64363	64363	64363	242508	242508	242508	242508	242508	242508	242508	242508	242508	242508	242508	242508	242508	242508	242508	242508	242508	93133	93133	93133	93133	93133	93133	93133	93133	93133	93133	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	451867	451867	451867	451867	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi548649	548649	Dothidotthia symphoricarpi	548649	548649	548649	548649	548649	548649	548649	548651	548651	548651	548651	548651	548651	548651	548651	548651	548651	548651	548651	548651	548651	548651	548651	548651	548648	548648	548648	548648	548648	548648	548648	548648	548648	548648	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	451868	451868	451868	451868	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi318479	318479	Dracunculus medinensis	318479	318479	318479	318479	318479	318479	318479	318478	318478	318478	318478	318478	318478	318478	318478	318478	318478	318478	318478	318478	318478	318478	318478	318478	318477	318477	55872	55872	55872	55872	55872	55872	55872	55872	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	6274	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi7217	7217	Drosophila ananassae	7217	7217	7217	7217	32347	32346	32341	7215	7215	7215	7215	7215	7215	7215	46877	46877	46877	46877	46877	43845	43845	43845	43845	43741	7214	43738	43746	43746	43746	480117	480117	480118	43733	7203	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	33392	33392	33392	33392	33392	33392	33392	33392	33392	33392	33392	33340	7496	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	6960	6960	197562	197562	197562	197562	197563	6656	6656	6656	6656	6656	6656	6656	6656	88770	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi7220	7220	Drosophila erecta	7220	7220	7220	7220	32351	32346	32341	7215	7215	7215	7215	7215	7215	7215	46877	46877	46877	46877	46877	43845	43845	43845	43845	43741	7214	43738	43746	43746	43746	480117	480117	480118	43733	7203	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	33392	33392	33392	33392	33392	33392	33392	33392	33392	33392	33392	33340	7496	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	6960	6960	197562	197562	197562	197562	197563	6656	6656	6656	6656	6656	6656	6656	6656	88770	1206794	1206794	33317	33213	6072	33208	33154	2759	1
